ID	Domain	Phylum	Class	Order	Family	Genus	Species
Otu2255	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium propionicum
Otu2256	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola
Otu2257	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus
Otu2258	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	Ventrenecus	Ventrenecus sp934096605
Otu2259	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania sp900120005
Otu2260	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu2261	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-194	CAG-194 sp018917935
Otu2262	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp000435555
Otu2263	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Absicoccus	Absicoccus sp000434355
Otu2264	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Alitiscatomonas	Alitiscatomonas sp900066055
Otu2265	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-533	CAG-533 sp000434495
Otu2266	Bacteria	Bacillota	Bacilli	Bacilli	Bacilli	Bacilli	Bacilli
Otu2267	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2268	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii
Otu2269	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu2270	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens
Otu2271	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	Catenibacterium	Catenibacterium mitsuokai
Otu2272	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
Otu2273	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A
Otu2274	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Mesosutterella	Mesosutterella multiformis
Otu2275	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter
Otu2276	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus
Otu2277	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp000435755
Otu2278	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
Otu2279	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia massiliensis
Otu2280	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium
Otu2281	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Massilistercora	Massilistercora sp902406105
Otu2282	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris
Otu2283	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus
Otu2284	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp004557565
Otu2285	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Dellaglioa	Dellaglioa algida
Otu2286	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes amylophilus
Otu2287	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Murdochiella	Murdochiella massiliensis_A
Otu2288	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Hominisplanchenecus	Hominisplanchenecus
Otu2289	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus
Otu2290	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium hattorii
Otu2291	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp900549635
Otu2292	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2293	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
Otu2294	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	HUN007	HUN007 sp016296165
Otu2295	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anthropogastromicrobium	Anthropogastromicrobium aceti
Otu2296	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu2297	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
Otu2298	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp000432135
Otu2299	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
Otu2300	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	UMGS1865	UMGS1865 sp944391805
Otu2301	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2302	Bacteria	Bacillota_A	Clostridia	Clostridia	Clostridia	Clostridia	Clostridia
Otu2303	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436035
Otu2304	Bacteria	Bacillota_B	Dehalobacteriia	UBA4068	UBA4997	Avidehalobacter	Avidehalobacter sp022797295
Otu2305	Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1750	Spyradocola	Spyradocola merdavium
Otu2306	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus aceti
Otu2307	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000436835
Otu2308	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae	Anaerovoracaceae
Otu2309	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
Otu2310	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA4285	UBA4285 sp902775895
Otu2311	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp900753815
Otu2312	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	UMGS124	UMGS124	UMGS124 sp900555105
Otu2313	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonadaceae	Selenomonadaceae
Otu2314	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans
Otu2315	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E intestinalis
Otu2316	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anthropogastromicrobium	Anthropogastromicrobium aceti
Otu2317	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu2318	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	JAHHTG01	JAHHTG01 sp944326825
Otu2319	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu2320	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthellaceae	Eggerthellaceae
Otu2321	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
Otu2322	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales	Oscillospirales	Oscillospirales
Otu2323	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor intestinalis
Otu2324	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola
Otu2325	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A faecis
Otu2326	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	Slackia exigua
Otu2327	Bacteria	Bacillota_A	Clostridia	Saccharofermentanales	DTU023	SFFI01	SFFI01 sp023622515
Otu2328	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp000431835
Otu2329	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Merdimmobilis	Merdimmobilis hominis
Otu2330	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oliverpabstia	Oliverpabstia
Otu2331	Bacteria	Bacillota_A	Clostridia	UBA1381	UBA1381	Hominilimicola	Hominilimicola
Otu2332	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A succinatutens
Otu2333	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans
Otu2334	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I	Eubacterium_I ramulus
Otu2335	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_A	Coprococcus_A catus
Otu2336	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900313215
Otu2337	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu2338	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter
Otu2339	Bacteria	Bacillota_A	Clostridia	Oscillospirales	UMGS1384	JAAZKA01	JAAZKA01 sp016297585
Otu2340	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2341	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp000431775
Otu2342	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Aveggerthella	Aveggerthella stercoripullorum
Otu2343	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio_A	Butyrivibrio_A crossotus
Otu2344	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter faecis
Otu2345	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-724	CAG-724 sp905202255
Otu2346	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium lentum
Otu2347	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900765565
Otu2348	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Muricomes	Muricomes
Otu2349	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-917	CAG-349	CAG-349 sp003539515
Otu2350	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Rothia	Rothia kristinae
Otu2351	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Coproplasma	Coproplasma sp910586065
Otu2352	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus sp905197685
Otu2353	Bacteria	Bacillota	Bacilli	Bacilli	Bacilli	Bacilli	Bacilli
Otu2354	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Pseudobutyricicoccus	Pseudobutyricicoccus sp003477405
Otu2355	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter
Otu2356	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hominenteromicrobium	Hominenteromicrobium mulieris
Otu2357	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis
Otu2358	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A succinatutens
Otu2359	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu2360	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu2361	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp000431835
Otu2362	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp000431835
Otu2363	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E intestinalis
Otu2364	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	Catenibacterium	Catenibacterium faecis
Otu2365	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris
Otu2366	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu2367	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu2368	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2369	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_D	Dorea_D hominis
Otu2370	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu2371	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp000437735
Otu2372	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900765565
Otu2373	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-508	CAG-508
Otu2374	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola fusiformis
Otu2375	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium
Otu2376	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium moukalabense
Otu2377	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis
Otu2378	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia
Otu2379	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio_A	Butyrivibrio_A crossotus
Otu2380	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R
Otu2381	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella stercorea
Otu2382	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900544495
Otu2383	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas coprocola
Otu2384	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia inulinivorans
Otu2385	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis
Otu2386	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp900758465
Otu2387	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Wujia	Wujia chipingensis
Otu2388	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002265625
Otu2389	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A succinatutens
Otu2390	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A faecis
Otu2391	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp000434735
Otu2392	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella
Otu2393	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp000431835
Otu2394	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu2395	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium longum
Otu2396	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinigallinarum
Otu2397	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu2398	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900313215
Otu2399	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E bromii
Otu2400	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium
Otu2401	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprophilus
Otu2402	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium
Otu2403	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis
Otu2404	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia_C	Roseburia_C amylophila
Otu2405	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu2406	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp000435555
Otu2407	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A
Otu2408	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Hominiventricola	Hominiventricola filiformis
Otu2409	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mojavensis
Otu2410	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Hominisplanchenecus	Hominisplanchenecus faecis
Otu2411	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-245	CAG-245 sp000435175
Otu2412	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002265625
Otu2413	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Otoolea	Otoolea fessa
Otu2414	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp000435555
Otu2415	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu2416	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas
Otu2417	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas coprocola
Otu2418	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Tractidigestivibacter	Tractidigestivibacter sp000752675
Otu2419	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-245	CAG-245 sp000435175
Otu2420	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp000435555
Otu2421	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A succinatutens
Otu2422	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
Otu2423	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E
Otu2424	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola aceti
Otu2425	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Scatomonas	Scatomonas hejianensis
Otu2426	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales	Oscillospirales	Oscillospirales
Otu2427	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	Muribaculaceae
Otu2428	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium_A	Mogibacterium_A kristiansenii
Otu2429	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu2430	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu2431	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Limivicinus	Limivicinus sp002320035
Otu2432	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp928721565
Otu2433	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira
Otu2434	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-882	CAG-882 sp003486385
Otu2435	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436035
Otu2436	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii
Otu2437	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas virosa
Otu2438	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	CAG-103 sp000432375
Otu2439	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Limisoma	Limisoma sp000437795
Otu2440	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu2441	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu2442	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia inulinivorans
Otu2443	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu2444	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu2445	Bacteria	Bacillota_A	Clostridia	Clostridia	Clostridia	Clostridia	Clostridia
Otu2446	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium
Otu2447	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella sp900556915
Otu2448	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter segnis
Otu2449	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-302	CAG-302 sp900543825
Otu2450	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2451	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A
Otu2452	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis
Otu2453	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-452	CAG-452 sp000434035
Otu2454	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
Otu2455	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis
Otu2456	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides
Otu2457	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu2458	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
Otu2459	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-508	CAG-508
Otu2460	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis
Otu2461	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Fimenecus	Fimenecus
Otu2462	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
Otu2463	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella
